order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD018125,REST0931,CUST00147,COUR4584,-37.8086821,144.9548234,2020-09-14,20:06:35,0,0,Bike,"[('chole', 3), ('upma', 2), ('masala dosa', 1)]",0,131.21,2997.0,15,,4.5048
ORD185107,REST1046,CUST09311,COUR4335,-37.8106426,144.9560066,2020-12-23,07:19:07,0,0,Bike,"[('fish fingers', 1), ('draught beer', 3), ('murgh ghee roast', 2)]",40,33.252,3222.0,16,,4.3582
ORD168646,REST0348,CUST01784,COUR4050,-37.7995345,144.96307050000001,2020-09-24,01:58:40,0,0,Car,"[('mutton curry', 2), ('paneer tikka', 2), ('chicken tikka', 1), ('makke ki roti', 2)]",0,112.37,3523.0,8,,3.3308
ORD218477,REST1034,CUST11416,COUR3929,-37.8064703,144.9630062,2020-09-09,05:32:18,0,0,Car,"[('dehati chicken', 3), ('palak paneer', 2), ('manchurian', 3)]",0,96.43,2811.0,7,,3.301
ORD242885,REST0348,CUST03461,COUR0034,-37.820780799999994,144.9941131,2020-04-19,09:21:45,0,1,Car,"[('paneer tikka', 3), ('butter chicken', 1)]",0,63.18,5091.0,12,,5.1749
ORD067624,REST0931,CUST06456,COUR3920,-37.8167966,144.9699858,2020-04-21,00:51:25,0,0,Motorbike,"[('vada', 1), ('masala dosa', 2)]",20,57.032,2474.0,5,,3.0002
ORD167036,REST1046,CUST08154,COUR2365,-37.8163859,145.00429319999998,2020-03-25,12:15:49,1,0,Car,"[('french fries', 1), ('murgh ghee roast', 3), ('draught beer', 1), ('chicken curry', 2)]",20,52.424,6578.0,16,,5.8943
ORD280127,REST0348,CUST07950,COUR4368,-37.8152367,144.9747845,2020-03-03,06:39:33,0,0,Bike,"[('mutton curry', 3), ('chole bhature', 2), ('dal makhani', 1)]",0,76.2,,17,,
ORD057798,REST0348,CUST08357,COUR2352,-37.8150883,144.95233530000002,2020-11-14,04:29:00,0,1,Car,"[('mutton curry', 2), ('makke ki roti', 3)]",10,78.111,1453.0,3,,3.6665
ORD099522,REST0931,CUST13625,COUR1278,-37.825292100000006,144.9821561,2020-03-24,18:51:25,1,0,Car,"[('masala dosa', 1), ('butter masala dosa', 3), ('vada', 2), ('tea', 3)]",0,144.68,3515.0,8,,5.2354
ORD327350,REST1455,CUST05928,COUR2453,-37.8202216,144.9668039,2020-06-18,14:54:03,0,0,Motorbike,"[('fish', 2), ('beef fry', 2), ('egg roast', 1), ('chicken curry', 1)]",0,96.1,,6,,
ORD303799,REST1034,CUST12576,COUR4657,-37.8187456,144.9534724,2020-06-03,03:21:45,0,0,Bike,"[('chilli chicken', 1), ('dehati chicken', 3), ('manchurian', 1), ('mango lassi', 1)]",45,27.038,2165.0,11,,3.5043
ORD274913,REST0931,CUST09030,COUR3149,-37.805816899999996,144.9812881,2020-08-28,18:27:41,1,0,Bike,"[('tea', 1), ('vada', 3), ('chole', 2), ('masala dosa', 1)]",0,153.94,,6,,
ORD031046,REST1455,CUST06029,COUR4312,-37.80532879999999,144.9416103,2020-06-29,22:44:50,0,0,Bike,"[('sea food', 2), ('beef fry', 1), ('chicken curry', 3), ('egg roast', 2)]",20,121.472,3590.0,18,,4.3957
ORD289216,REST1034,CUST06950,COUR2553,-37.8043073,144.95756599999999,2020-09-22,07:27:01,0,0,Bike,"[('manchurian', 1), ('paneer lababdar', 2), ('dehati chicken', 1), ('palak paneer', 2)]",45,46.052,2554.0,13,,3.7562
ORD080615,REST1046,CUST06981,COUR4302,-37.8049127,144.9537365,2020-07-04,14:58:01,0,1,Motorbike,"[('draught beer', 1), ('murgh ghee roast', 3), ('chicken curry', 2)]",40,28.602,3469.0,7,,4.2246
ORD197648,REST1034,CUST12551,COUR3918,-37.818826,144.95315680000002,2020-08-19,00:19:46,0,0,Car,"[('manchurian', 2), ('paneer lababdar', 1)]",10,27.036,2169.0,5,,3.642
ORD102704,REST0348,CUST07616,COUR4051,-37.81355,144.9377795,2020-11-13,01:38:54,0,0,Motorbike,"[('paan ice cream', 1), ('paneer tikka', 2), ('mutton curry', 2)]",40,43.488,1787.0,4,,3.0365
ORD263356,REST0931,CUST03999,COUR0728,-37.8243951,144.94443930000003,2020-08-28,00:59:20,0,0,Bike,"[('butter masala dosa', 3), ('masala dosa', 2), ('filter coffee', 2), ('chole', 1)]",0,134.41,4996.0,25,,5.3716
ORD130797,REST1455,CUST04551,COUR2977,-37.8149255,144.9502653,2020-09-27,19:27:01,1,1,Car,"[('chicken stew', 2), ('beef fry', 2), ('chicken curry', 3)]",0,139.69,4496.0,11,,6.2992
ORD244630,REST0348,CUST07445,COUR2675,-37.7966811,144.95116480000002,2020-08-19,11:20:26,0,0,Motorbike,"[('chole bhature', 3), ('mutton curry', 1)]",10,49.464,3410.0,7,,3.1081
ORD072938,REST0348,CUST01773,COUR0828,-37.8221192,144.9682661,2020-01-05,03:01:58,0,1,Bike,"[('lassi', 1), ('paan ice cream', 2), ('chole bhature', 1), ('chicken tikka', 3)]",0,91.03,2982.0,15,,5.0612
ORD141775,REST1046,CUST11630,COUR1586,-37.8265352,144.95552080000002,2020-01-29,11:48:07,0,0,Car,"[('murgh ghee roast', 1), ('fish fingers', 1), ('french fries', 1), ('chicken curry', 1)]",0,53.11,3742.0,9,,3.8969
ORD123093,REST1046,CUST08227,COUR2918,-37.8201307,144.9583071,2020-09-24,15:57:21,0,0,Bike,"[('fried rice', 1), ('draught beer', 1), ('beef chilli', 2)]",20,24.56,2228.0,11,,3.2622
ORD186783,REST1455,CUST11433,COUR4904,-37.805931,144.93810469999997,2020-10-07,14:46:09,0,0,Bike,"[('egg roast', 2), ('chicken curry', 1), ('sea food', 2), ('chicken stew', 2)]",45,73.992,,21,,
ORD070624,REST0348,CUST10849,COUR2707,-37.8007968,144.9643368,2020-08-17,12:19:46,1,0,Bike,"[('butter chicken', 3), ('chicken tikka', 2), ('paan ice cream', 2), ('paneer tikka', 3)]",40,83.928,3584.0,18,,5.9477
ORD014750,REST1046,CUST13238,COUR4806,-37.8209791,144.9765768,2020-06-19,17:44:10,0,0,Motorbike,"[('fried rice', 2), ('draught beer', 1)]",0,22.26,3985.0,8,,3.2876
ORD109149,REST0348,CUST05543,COUR2455,-37.8144213,144.9501635,2020-04-05,00:19:46,0,1,Bike,"[('chicken tikka', 1), ('paan ice cream', 1), ('chole bhature', 2)]",0,57.17,2801.0,14,,5.1702
ORD206393,REST1034,CUST02835,COUR3720,-37.8189277,144.998659,2020-02-15,04:36:55,0,1,Car,"[('mango lassi', 1), ('chilli chicken', 1), ('butter chicken', 3)]",0,96.13,6348.0,15,,5.5168
ORD021948,REST1046,CUST11681,COUR2977,-37.820361600000005,144.9895831,2020-05-23,12:00:00,1,1,Car,"[('french fries', 2), ('murgh ghee roast', 2)]",0,53.62,,12,,
ORD147506,REST1455,CUST02031,COUR1297,-37.8017725,144.9508824,2020-03-28,14:22:25,0,1,Motorbike,"[('fish', 1), ('beef fry', 2)]",0,44.45,2361.0,5,,3.7746
ORD003030,REST0931,CUST09230,COUR2948,-37.7995098,144.93537769999998,2020-09-12,04:05:16,0,1,Bike,"[('butter masala dosa', 1), ('filter coffee', 1)]",45,15.769,6499.0,32,,6.5444
ORD160485,REST1034,CUST02450,COUR1382,-37.8056532,144.9424544,2020-11-17,10:36:55,0,0,Bike,"[('paneer lababdar', 2), ('butter chicken', 1), ('dehati chicken', 2), ('palak paneer', 3)]",10,115.425,1516.0,8,,3.4351
ORD144715,REST1455,CUST06579,COUR2096,-37.825721200000004,144.9845267,2020-04-06,14:02:38,0,0,Bike,"[('egg roast', 1), ('sea food', 2), ('beef fry', 3), ('fish', 2)]",0,121.32,3680.0,18,,4.6589
ORD136044,REST1034,CUST12425,COUR1092,-37.8094551,144.9479647,2020-06-15,19:11:12,1,0,Car,"[('mango lassi', 3), ('paneer lababdar', 3), ('chilli chicken', 1), ('dehati chicken', 2)]",0,79.79,,4,,
ORD131157,REST1046,CUST07541,COUR1385,-37.812821500000005,144.9431476,2020-02-17,22:29:00,0,0,Car,"[('murgh ghee roast', 2), ('draught beer', 3)]",0,36.44,2012.0,5,,3.313
ORD011641,REST0348,CUST13067,COUR0575,-37.8125792,144.9690115,2020-05-16,13:27:01,1,1,Motorbike,"[('chicken tikka', 1), ('paneer tikka', 1), ('dal makhani', 3), ('lassi', 1)]",0,80.75,,5,,
ORD049586,REST1034,CUST07288,COUR2378,-37.8222909,144.9498048,2020-07-06,05:36:15,0,0,Motorbike,"[('dehati chicken', 2), ('paneer lababdar', 2), ('chilli chicken', 2), ('palak paneer', 1)]",40,48.462,2053.0,4,,3.1078
ORD155107,REST1455,CUST12935,COUR1178,-37.8112924,144.9637186,2020-01-04,01:50:46,0,1,Car,"[('egg roast', 1), ('fish', 2), ('beef fry', 3)]",20,74.352,,5,,
ORD212215,REST0931,CUST08398,COUR1868,-37.7993521,144.9640569,2020-12-24,04:48:47,0,0,Car,"[('tea', 1), ('vada', 3)]",20,70.312,1746.0,4,,3.3373
ORD342523,REST0348,CUST13088,COUR0376,-37.8010769,144.9697417,2020-12-22,22:44:50,0,0,Motorbike,"[('mutton curry', 3), ('chole bhature', 1)]",0,47.36,3766.0,8,,3.2686
ORD186540,REST1046,CUST01851,COUR2761,-37.82243270000001,145.0077752,2020-10-10,08:02:38,0,1,Car,"[('draught beer', 2), ('french fries', 3)]",0,65.94,6799.0,16,,5.1776
ORD069963,REST1455,CUST07364,COUR1068,-37.8220787,144.9695825,2020-12-14,17:48:07,0,0,Car,"[('fish', 3), ('chicken curry', 1), ('chicken stew', 1), ('egg roast', 3)]",20,107.448,,7,,
ORD103939,REST1034,CUST08717,COUR1287,-37.8076815,144.9544519,2020-02-06,22:09:13,0,0,Motorbike,"[('butter chicken', 3), ('manchurian', 1)]",0,84.46,,4,,
ORD012371,REST1455,CUST01445,COUR3849,-37.81029829999999,144.968826,2020-01-25,11:56:02,0,1,Bike,"[('chicken curry', 1), ('beef fry', 2)]",40,33.666,,8,,
ORD274201,REST0931,CUST04991,COUR0534,-37.8106671,144.9715857,2020-11-19,13:50:46,1,0,Motorbike,"[('masala dosa', 3), ('butter masala dosa', 3), ('filter coffee', 2), ('tea', 1)]",20,121.984,1711.0,3,,4.8507
ORD013555,REST1034,CUST04017,COUR1547,-37.799993799999996,144.97483,2020-09-09,23:08:34,0,0,Car,"[('mango lassi', 2), ('palak paneer', 1), ('butter chicken', 2)]",10,82.521,4348.0,10,,3.8013
ORD112178,REST0931,CUST09452,COUR3301,-37.8030685,144.9776517,2020-06-03,00:51:25,0,0,Bike,"[('filter coffee', 3), ('butter masala dosa', 1), ('tea', 1), ('vada', 1)]",0,108.5,,3,,
ORD127978,REST1046,CUST01937,COUR1700,-37.813261499999996,144.97537140000003,2020-06-17,13:19:07,1,0,Car,"[('draught beer', 1), ('french fries', 3), ('fried rice', 1), ('murgh ghee roast', 3)]",0,94.65,,10,,
ORD090619,REST1046,CUST09350,COUR3534,-37.808224200000005,144.97598259999998,2020-02-27,19:19:07,1,0,Car,"[('chicken curry', 2), ('murgh ghee roast', 2), ('beef chilli', 2), ('draught beer', 1)]",40,33.12,4463.0,11,,5.1567
ORD153417,REST1455,CUST03508,COUR0152,-37.8146256,144.9382538,2020-07-15,05:16:29,0,0,Motorbike,"[('sea food', 2), ('chicken stew', 1)]",0,49.36,,8,,
ORD212826,REST1034,CUST09247,COUR2866,-37.8090866,144.9635351,2020-11-13,20:58:01,0,0,Bike,"[('mango lassi', 1), ('paneer lababdar', 3)]",40,22.566,2808.0,14,,3.777
ORD013248,REST1046,CUST05201,COUR1709,-37.8206961,144.9568595,2020-08-02,09:01:58,0,1,Car,"[('beef chilli', 1), ('murgh ghee roast', 3), ('draught beer', 2)]",20,37.96,,5,,
ORD113683,REST1046,CUST05655,COUR3889,-37.8135331,144.9373574,2020-07-26,11:28:21,0,1,Motorbike,"[('beef chilli', 3), ('draught beer', 1), ('french fries', 1)]",20,39.008,1716.0,3,,4.0649
ORD064037,REST1455,CUST01953,COUR1869,-37.808699,144.97861630000003,2020-10-04,08:54:03,0,1,Bike,"[('appam', 1), ('egg roast', 3), ('sea food', 2), ('chicken stew', 1)]",0,128.42,1458.0,7,,4.2797
ORD117452,REST1455,CUST05710,COUR0510,-37.8136776,144.9394374,2020-02-16,06:07:54,0,1,Motorbike,"[('egg roast', 2), ('sea food', 1), ('fish', 3), ('beef fry', 1)]",0,102.67,3984.0,8,,4.7677
ORD332566,REST1455,CUST03957,COUR0360,-37.799551799999996,145.0036237,2020-02-02,17:28:21,0,1,Bike,"[('fish', 3), ('egg roast', 3), ('chicken stew', 1), ('appam', 2)]",0,141.48,3133.0,16,,5.2067
ORD111829,REST1046,CUST03723,COUR2869,-37.8005312,145.01384309999997,2020-08-18,23:36:15,0,0,Bike,"[('draught beer', 1), ('fried rice', 2), ('fish fingers', 1), ('french fries', 3)]",0,94.82,8391.0,42,,7.0202
ORD004468,REST1034,CUST06150,COUR4070,-37.807598799999994,144.9567996,2020-11-10,05:08:34,0,0,Car,"[('mango lassi', 2), ('chilli chicken', 2), ('paneer lababdar', 3)]",0,72.5,,5,,
ORD270825,REST1455,CUST00913,COUR2973,-37.8148234,144.9545676,2020-07-22,08:42:11,0,0,Bike,"[('chicken curry', 1), ('sea food', 2), ('appam', 1)]",40,37.908,2927.0,15,,4.1087
ORD001205,REST0931,CUST03953,COUR4894,-37.8011208,145.00529640000002,2020-12-16,00:27:41,0,0,Bike,"[('idli', 1), ('chole', 1)]",0,38.15,,13,,
ORD113241,REST0348,CUST13571,COUR3340,-37.8075748,144.9629982,2020-07-26,07:46:48,0,1,Car,"[('chicken tikka', 3), ('mutton curry', 3), ('paan ice cream', 2)]",0,100.42,,7,,
ORD108672,REST0348,CUST05330,COUR3967,-37.8101553,144.9638469,2020-08-11,15:13:50,0,0,Bike,"[('lassi', 2), ('makke ki roti', 2)]",40,36.312,,13,,
ORD311430,REST0348,CUST12066,COUR4385,-37.8142658,144.9632001,2020-11-04,17:48:07,0,0,Motorbike,"[('chicken tikka', 3), ('mutton curry', 3), ('chole bhature', 3)]",45,62.288,2179.0,4,,3.337
ORD266814,REST1455,CUST11189,COUR4167,-37.8072682,144.9487803,2020-05-13,11:16:29,0,0,Motorbike,"[('appam', 3), ('chicken stew', 2)]",0,83.93,3067.0,6,,2.9882
ORD311471,REST1455,CUST03809,COUR2743,-37.819249400000004,144.9985932,2020-05-19,12:19:46,1,0,Bike,"[('fish', 2), ('chicken curry', 1)]",10,35.199,3968.0,20,,6.223
ORD246875,REST1046,CUST06571,COUR2071,-37.8254119,144.98466480000002,2020-01-04,11:44:10,0,1,Motorbike,"[('beef chilli', 1), ('fish fingers', 2)]",0,46.2,4709.0,9,,4.617
ORD057833,REST1455,CUST07526,COUR3783,-37.8189705,144.9465947,2020-06-09,02:38:14,0,0,Car,"[('beef fry', 3), ('fish', 2), ('appam', 2)]",45,54.577,,9,,
ORD309221,REST1455,CUST01143,COUR2183,-37.8242539,144.9537852,2020-02-16,23:16:29,0,1,Motorbike,"[('egg roast', 3), ('chicken curry', 3), ('sea food', 1)]",0,141.69,4053.0,8,,4.6211
ORD124267,REST0931,CUST02453,COUR2649,-37.800340000000006,145.00410480000002,2020-12-15,00:27:41,0,0,Bike,"[('upma', 3), ('chole', 3)]",0,129.57,2516.0,13,,3.99
ORD341904,REST0931,CUST03215,COUR4836,-37.8110018,144.92660890000002,2020-01-29,12:00:00,1,0,Motorbike,"[('upma', 3), ('masala dosa', 1)]",0,89.52,5823.0,12,,5.0685
ORD335614,REST1034,CUST00902,COUR0348,-37.8269626,144.9829125,2020-05-24,22:01:19,0,1,Car,"[('butter chicken', 3), ('paneer lababdar', 2), ('manchurian', 2), ('dehati chicken', 1)]",40,71.694,5256.0,13,,5.0767
ORD067750,REST0348,CUST02046,COUR3055,-37.803158399999994,144.95097719999998,2020-12-07,11:08:34,0,0,Bike,"[('chicken tikka', 1), ('butter chicken', 3)]",10,39.465,,12,,
ORD219360,REST1046,CUST07677,COUR2732,-37.810947999999996,144.96283259999998,2020-06-19,12:00:00,1,0,Bike,"[('beef chilli', 1), ('fried rice', 1), ('draught beer', 1), ('murgh ghee roast', 3)]",20,39.448,3598.0,18,,5.9032
ORD049251,REST1455,CUST07010,COUR0667,-37.8042882,144.9555029,2020-04-23,16:52:44,0,0,Car,"[('appam', 2), ('fish', 3), ('sea food', 2)]",0,83.81,,5,,
ORD138269,REST0931,CUST09276,COUR2829,-37.8115911,144.97248480000002,2020-03-09,06:51:25,0,0,Bike,"[('vada', 2), ('filter coffee', 1), ('upma', 3), ('masala dosa', 1)]",45,86.735,,9,,
ORD092909,REST1455,CUST01065,COUR2740,-37.824826200000004,145.0161904,2020-12-22,16:48:47,0,0,Bike,"[('beef fry', 2), ('appam', 2), ('egg roast', 1)]",0,84.97,5896.0,29,,5.7886
ORD134923,REST1455,CUST06458,COUR1925,-37.816747,144.96988019999998,2020-08-23,18:07:54,1,1,Bike,"[('chicken stew', 2), ('appam', 3)]",0,83.93,2266.0,11,,6.3352
ORD341302,REST1034,CUST03734,COUR2285,-37.803447600000005,144.9700436,2020-04-18,18:35:36,1,1,Motorbike,"[('mango lassi', 2), ('dehati chicken', 1), ('palak paneer', 3), ('chilli chicken', 3)]",20,108.416,3769.0,8,,5.9479
ORD177612,REST1046,CUST02962,COUR0326,-37.8000867,144.9808173,2020-07-10,02:02:38,0,0,Motorbike,"[('fried rice', 3), ('draught beer', 2)]",10,32.832,5687.0,11,,3.5689
ORD083043,REST1046,CUST12514,COUR2992,-37.81885,144.9531665,2020-05-07,10:40:52,0,0,Car,"[('draught beer', 2), ('french fries', 1), ('murgh ghee roast', 3), ('fried rice', 3)]",0,81.19,1976.0,5,,2.9813
ORD005702,REST1034,CUST00196,COUR2884,-37.8072432,144.9687506,2020-08-06,23:44:10,0,0,Motorbike,"[('manchurian', 2), ('palak paneer', 3), ('paneer lababdar', 1)]",0,103.09,3252.0,7,,3.7453
ORD146717,REST0931,CUST07716,COUR4622,-37.7997439,144.955229,2020-04-11,22:40:52,0,1,Motorbike,"[('chole', 3), ('vada', 3)]",40,81.522,,5,,
ORD113129,REST1046,CUST05786,COUR4168,-37.810449799999994,144.9432571,2020-06-11,23:52:05,0,0,Bike,"[('beef chilli', 2), ('fish fingers', 3), ('murgh ghee roast', 2), ('fried rice', 1)]",40,59.616,2986.0,15,,4.5838
ORD250068,REST0348,CUST13808,COUR0043,-37.8116531,144.96484109999997,2020-06-16,14:30:19,0,0,Motorbike,"[('makke ki roti', 2), ('dal makhani', 2), ('kheer', 3)]",45,61.1,2588.0,5,,3.0238
ORD091536,REST1034,CUST01975,COUR0429,-37.8134818,144.9501435,2020-08-28,02:26:22,0,0,Motorbike,"[('manchurian', 2), ('mango lassi', 1)]",40,17.646,1499.0,3,,3.0757
